,target,sms,sms_clean,num_characters,num_words
1227,0,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,reply name address you will receive by post weeks completely free accommodation various global locations www phb1 com ph 08700435505150p,159,23
1228,1,So ü'll be submitting da project tmr rite?,so ü ll submitting da project tmr rite  ,42,9
1229,0,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,free entry   250 weekly comp send word enter 84128 now   18 t c www textcomp com cust care 08712405020  ,122,24
1230,1,Jus ans me lar. U'll noe later.,jus ans lar   u ll noe later  ,31,9
1231,1,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,i want send something sell fast       lt   gt   k easy money  ,76,20
1232,1,have got * few things to do. may be in * pub later.,got   things   may   pub later  ,51,15
1233,1,1's finish meeting call me.,1  s finish meeting call  ,27,7
1234,1,Lol ok. I'll snatch her purse too.,lol ok   i  ll snatch purse  ,34,10
1235,1,Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx,hello   drivby  0quit edrunk sorry iff pthis makes senrd   dnot   dancce 2 drum n basq ihave fun 2nhite x ros xxxxxxx,125,23
1236,1,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,your opinion   1   over 2   jada 3   kusruthi 4   lovable 5   silent 6   spl character 7   not matured 8   stylish 9   simple pls reply   ,136,37
1237,1,How much are we getting?,how much getting  ,24,6
1238,1,Is ur paper in e morn or aft tmr?,is ur paper e morn aft tmr  ,33,10
1239,1,"Dear relieved of westonzoyland, all going to plan this end too!",dear relieved westonzoyland   going plan end  ,63,13
1240,1,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,hope great new semester   do wish best   you made greatness  ,96,22
1241,1,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,oh yes i speak txt 2 u   hmm   did u get   email  ,53,18
1242,1,"I want to show you the world, princess :) how about europe?",i want show world   princess    europe  ,59,14
1243,1,Nobody can decide where to eat and dad wants Chinese,nobody decide eat dad wants chinese,52,10
1244,1,No shoot me. I'm in the docs waiting room. :/,no shoot   i  m docs waiting room     ,45,13
1245,1,Now? I'm going out 4 dinner soon..,now   i  m going 4 dinner soon   ,34,10
1246,1,Hello which the site to download songs its urgent pls,hello site download songs urgent pls,53,10
1247,1,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",i know u mean     king havin credit   i  m goin2bed   night night sweet   only1more sleep  ,111,28
1248,1,Horrible gal. Me in sch doing some stuff. How come u got mc?,horrible gal   me sch stuff   how come u got mc  ,60,16
1249,1,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",hi hun   im not comin 2nite   tell every1 im sorry 4 me   hope u ava goodtime oli rang melnite ifink it mite b sorted   but il explain everythin on mon l8rs x,152,33
1250,1,"I call you later, don't have network. If urgnt, sms me.",i call later   n t network   if urgnt   sms  ,55,16
1251,1,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ummmmmaah many many happy returns day dear sweet heart    happy birthday dear,84,16
1252,0,Please CALL 08712402779 immediately as there is an urgent message waiting for you,please call 08712402779 immediately urgent message waiting,81,13
1253,1,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,yeah like goes like friends imma flip shit like half hour,87,20
1254,1,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,mum say wan go go     then shun bian watch da glass exhibition    ,84,19
1255,1,What your plan for pongal?,what plan pongal  ,26,6
1256,1,Just wait till end of march when el nino gets himself. Oh.,just wait till end march el nino gets   oh  ,58,14
1257,1,"Not yet chikku..going to room nw, i'm in bus..",not yet chikku    going room nw    m bus   ,46,14
1258,1,Am also doing in cbe only. But have to pay.,am also cbe   but pay  ,43,12
1259,1,Honey boo I'm missing u.,honey boo i  m missing u ,24,6
1260,1,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",we sent jd customer service cum accounts executive ur mail   for details contact us,97,20
1261,1,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",yo   i  m parents   gettin cash   good news   picked downstem,70,19
1262,1,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",thank much   when skyped wit kz sura   nt get pleasure company   hope good   we  ve given ultimatum oh   we countin aburo   enjoy  ,179,44
1263,0,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",hungry gay guys feeling hungry 4     call 08718730555 10p   min   to stop texts call 08712460324   10p   min  ,120,29
1264,1,Ok. No wahala. Just remember that a friend in need ...,ok   no wahala   just remember friend need    ,54,13
1265,1,I will see in half an hour,i see half hour,26,7
1266,1,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",i inperialmusic listening2the weirdest track ever by leafcutter john  sounds like insects molested someone plumbing   remixed evil men acid  ,154,23
1267,1,"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.",hey sorry i didntgive ya bellearlier hunny   bedbut mite go 2 thepub l8tr uwana mt up loads luv jenxxx  ,123,27
1268,1,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,seriously   tell her those exact words right now  ,48,10
1269,0,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,can u get 2 phone now   i wanna chat 2 set meet call now 09096102316 u cum 2moro luv jane xx calls 1   minmoremobsemspobox45po139wa,146,30
1270,1,"Tee hee. Off to lecture, cheery bye bye.",tee hee   off lecture   cheery bye bye  ,40,11
1271,1,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",sorry chikku   cell got problem thts nt able reply u msg u   ,81,21
1272,1,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,if still nt collected dough pls let know go place sent get control number,116,27
1273,1,Ok...,ok    ,5,2
1274,0,network operator. The service is free. For T & C's visit 80488.biz,network operator   the service free   for t   c  s visit 80488 biz,66,15
1275,1,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,let know contact   i  ve settled room   lets know ok  ,81,22
1276,1,Wot u up 2 u weirdo?,wot u 2 u weirdo  ,20,7
1277,1,Can do lor...,can lor    ,13,4
1278,1,Dont put your phone on silent mode ok,do nt put phone silent mode ok,37,9
1279,1,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,can meet ü 5    as 4 depends ü wan 2 lor   ,64,19
1280,1,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,waiting 4 tv show 2 start lor     u leh still busy ur report  ,69,17
1281,1,Oh ho. Is this the first time u use these type of words,oh ho   is first time u use type words,55,14
1282,1,Am I the only one who doesn't stalk profiles?,am i one n t stalk profiles  ,45,11
1283,1,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",ever green quote ever told jerry cartoon   a person who irritates u always is one who loves u vry much but fails express it                      gud nyt,159,38
1284,1,Yes i thought so. Thanks.,yes thought   thanks  ,25,7
1285,1,But if she.s drinkin i'm ok.,but she s drinkin  m ok  ,28,8
1286,1,"Just wondering, the others just took off",just wondering   others took,40,8
1287,1,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",night ended another day   morning come special way   may smile like sunny rays leaves worries blue blue bay   gud mrng,156,34
1288,1,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",what   dog   must i always wait till end day word   did run time cell already  ,138,35
1289,1,Happy new year to u too!,happy new year u  ,24,7
1290,1,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",hey     great deal     farm tour 9 5 pm   95   pax     50 deposit 16 may,70,23
1291,1,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite... ,eat jap done oso aft ur lect wat     ü got lect 12 rite    ,61,16
1292,1,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",hey babe   i saw came online second disappeared   happened  ,86,19
1293,1,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,da birthdate certificate april real date today   but nt publish   i shall give special treat keep secret   any way thanks wishes,174,39
1294,1,Happy birthday... May all ur dreams come true...,happy birthday     may ur dreams come true    ,48,10
1295,1,Aiyah u did ok already lar. E nydc at wheellock?,aiyah u ok already lar   e nydc wheellock  ,48,12
1296,1,TELL HER I SAID EAT SHIT.,tell her i said eat shit  ,25,7
1297,1,Sure! I am driving but will reach my destination soon.,sure   i driving reach destination soon  ,54,12
1298,1,"K so am I, how much for an 8th? Fifty?",k i   much 8th   fifty  ,38,13
1299,1,Your daily text from me – a favour this time,your daily text   favour time,44,10
1300,1,Great to hear you are settling well. So what's happenin wit ola?,great hear settling well   so  s happenin wit ola  ,64,15
1301,1,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,those cocksuckers   if makes feel better ipads worthless garbage novelty items feel bad even wanting one,133,24
1302,1,I tot u reach liao. He said t-shirt.,i tot u reach liao   he said   shirt  ,36,12
1303,1,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",fran i decided 2 go n e way im completely broke an knackered i got up bout 3 c u 2mrw love janx p s this is my dads fone    no credit,132,32
1304,1,I cant pick the phone right now. Pls send a message,i ca nt pick phone right   pls send message,51,13
1305,1,Your right! I'll make the appointment right now.,your right   i  ll make appointment right  ,48,11
1306,1,Designation is software developer and may be she get chennai:),designation software developer may get chennai   ,62,11
1307,0,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,enjoy jamster videosound gold club credits 2 new videosounds 2 logos musicnews   get fun jamster co uk   16 only help   call   09701213186,163,27
